PB_ID,EX_ID,PB_NUM,PB_QUES,PB_DETAIL,PB_CHOI1,PB_CHOI2,PB_CHOI3,PB_CHOI4,PB_ANS,PB_SOLU,PB_CR,PB_TOPIC
444,5,44,SQL에서 VIEW를 삭제할 때 사용하는 명령은?,,ERASE,KILL,DROP,DELETE,3,,80,
445,5,45,"DDL(Data Define Language)의 명령어 중 스키마, 도메인, 인덱스 등을 정의할 때 사용하는 SQL문은?",,ALTER,SELECT,CREATE,INSERT,3,,74,
446,5,46,"테이블 R1, R2에 대하여 다음 SQL문의결과는?",https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m46.gif,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m46b1.gif,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m46b2.gif,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m46b3.gif,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m46b4.gif,2,,62,
447,5,47,데이터베이스 설계 시 물리적 설계 단계에서 수행하는 사항이 아닌 것은?,,레코드 집중의 분석 및 설계,접근 경로 설계,저장 레코드의 양식 설계,목표 DBMS에 맞는 스키마 설계,4,,72,
448,5,48,릴레이션에서 기본 키를 구성하는 속성은　널(Null)값이나 중복 값을 가질 수 없다는　것을 의미하는 제약조건은?,,참조 무결성,보안 무결성,개체 무결성,정보 무결성,3,,81,
449,5,49,병행제어 기법의 종류가 아닌 것은?,,로킹 기법,시분할 기법,타임 스탬프 기법,다중 버전 기법,2,,47,
450,5,50,다음 R1과 R2의 테이블에서 아래의　실행 결과를 얻기 위한 SQL문은?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m50.gif,"SELECT 과목번호, 과목이름 FROM RI, R2 WHERE R1.학번 = R2. 학번 AND R1.학과='전자공학' AND R1.이름 = '강남길’;","SELECT 과목번호, 과목이름 FROM RI, R2 WHERE R1.학번 = R2.학번 OR R1.학과='전자공학' OR R1.이름 = '홍길동';","SELECT 과목번호, 과목이름 FROM R1, R2 WHERE R1.학번 = R2.학번 AND R1.학과=‘컴퓨터공학' AND R1.이름 '강남길’;","SELECT 과목번호, 과목이름 FROM R1, R2 WHERE R1.학번 = R2.학번 OR R1.학과='컴퓨터공학' OR R1.이름 = '홍길동';",1,,72,
451,5,51,다음 관계 대수 중 순수 관계 연산자가 아닌 것은?,,차집합(difference),프로젝트(project),조인(join),디비전 (division),1,,71,
452,5,52,관계형 데이터 모델의 릴레이션에 대한 설명으로 틀린 것은?,,모든 속성 값은 원자 값을 갖는다.,한 릴레이션에 포함된 튜플은 모두 상이하다.,한 릴레이 션에 포함된 튜플 사이에는 순서가 없다.,한 릴레이션을 구성하는 속성 사이에는 순서가 존재한다.,4,,73,
453,5,53,"릴레이션 R의 차수가 4이고 카디널리티가 5이며, 릴레이션 S의 차수가 6이고 카디널리티가 7일 때, 두 개의 릴레이션을 카티션 프로덕트한 결과의 새로운 릴레이 션의 차수와 카디널리티는 얼마인가?",,"24, 35","24, 12","10, 35","10, 12",3,,66,
454,5,54,속성(attribute)에 대한 설명으로 틀린 것은?,,속성은 개체의 특성을 기술한다.,속성은 데이터베이스를 구성하는 가장 작은 논리적 단위이다.,속성은 파일 구조상 데이터 항목 또는 데이터 필드에 해당된다.,"속성의 수를 ""cardinality"" 라고 한다.",4,,75,
455,5,55,다음 SQL 문에서 ( ) 안에 들어갈 내용으로 옳은 것은?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m55.gif,SET,FROM,INTO,IN,1,,81,
456,5,56,관계 데이터베이스 모델에서 차수(Degree)의 의미는?,,튜플의 수,테이블의 수,데이터베이스의 수,애트리뷰트의 수,4,,70,
457,5,57,개체-관계 모델(E-R)의 그래픽 표현으로 옳지 않은 것은?,,개체타입 – 사각형,속성 - 원형,관계타입 - 마름모,연결 - 삼각형,4,,86,
458,5,58,트랜잭션의 실행이 실패하였음을 알리는 연산자로 트랜잭션이 수행한 결과를 원래의 상태로 원상 복귀 시키는 연산은?,,COMMIT 연산,BACKUP 연산,LOG 연산,ROLLBACK 연산,4,,88,
459,5,59,"데이터 속성 간의 종속성에 대한 엄밀한 고려없이 잘못 설계된 데이터베이스에서는 데이터 처리 연산 수행 시 각종 이상 현상이 발생할 수 있는데, 이러한 이상 현상이 아닌 것은?",,검색 이상,삽입 이상,삭제 이상,갱신 이상,1,,73,
460,5,60,제3정규형 (3NF)에서 BCNF(Boyce-Codd Normal Form)가 되기 위한 조건은?,,결정자가 후보키가 아닌 함수 종속 제거,이행적 함수 종속 제거,부분적 함수 종속 제거,원자값이 아닌 도메인 분해,1,,76,
461,5,61,다음 설명에 해당하는 방식은?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m61.gif,STA,Collision Domain,CSMA/CA,CSMA/CD,3,,62,
462,5,62,다음 중 가장 약한 결합도(Coupling)는?,,Common Coupling,Content Coupling,External Coupling,Stamp Coupling,4,,64,
463,5,63,다음 C언어 프로그램이 실행되었을 때의 결과는?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m63.gif,3,4,7,10,3,,62,
464,5,64,다음 파이썬(Python) 프로그램이 실행되었을 때의 결과는?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m64.gif,0,2,4,6,4,,76,
465,5,65,교착상태의 해결 방법 중 은행원 알고리즘(Banker's Algorithm)이 해당되는 기법은?,,Detection,Avoidance,Recovery,Prevention,2,,75,
466,5,66,"CIDR(Classless Inter-Domain Routing) 표기로 203.241.132.82/27과 같이 사용되었다면, 해당 주소의 서브넷 마스크(subnet mask)는?",,255.255.255.0,255.255.255.224,255.255.255.240,255.255.255.248,2,,61,
467,5,67,다음 JAVA 프로그램이 실행되었을 때의 결과는?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m67.gif,"5, 5, 5","5, 6, 5","6, 5, 5","5, 6, 4",1,,64,
468,5,68,프로세스 적재 정책과 관련한 설명으로 틀린 것은?,,"반복, 스택, 부프로그램은 시간 지역성(Temporal Locality)과 관련이 있다.",공간 지역성(Spatial Locality)은 프로세스가 어떤 페이지를 참조했다면 이후 가상주소공간상 그 페이지와 인접한 페이지들을 참조할 가능성이 높음을 의미한다.,일반적으로 페이지 교환에 보내는 시간보다 프로세스 수행에 보내는 시간이 더 크면 스레싱(Thrashing)이 발생한다.,스레싱(Thrashing) 현상을 방지하기 위해서는 각 프로세스가 필요로 하는 프레임을 제공할 수 있어야 한다.,3,,61,
469,5,69,프레임워크(Framework)에 대한 설명으로 옳은 것은?,,소프트웨어 구성에 필요한 기본 구조를 제공함으로써 재사용이 가능하게 해준다,소프트웨어 개발 시 구조가 잡혀 있기 때문에 확장이 불가능하다.,소프트웨어 아키텍처(Architecture)와 동일한 개념이다.,모듈화(Modularity)가 불가능하다.,1,,67,
470,5,70,다음 JAVA 프로그램이 실행되었을 때의 결과는?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m70.gif,2,3,4,5,1,,55,
471,5,71,리눅스 Bash 쉘(Shell)에서 export와 관련한 설명으로 틀린 것은?,,변수를 출력하고자 할 때는 export를 사용해야 한다.,export가 매개변수 없이 쓰일 경우 현재 설정된 환경변수들이 출력된다.,사용자가 생성하는 변수는 export 명령어 표시하지 않는 한 현재 쉘에 국한된다.,변수를 export 시키면 전역(Global)변수처럼 되어 끝까지 기억된다.,1,,49,
472,5,72,다음 C언어 프로그램이 실행되었을 때의 결과는?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m72.gif,1,11,66,98,3,,70,
473,5,73,다음 C언어 프로그램이 실행되었을 때의 결과는?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m73.gif,55,77,121,132,3,,57,
474,5,74,페이징 기법에서 페이지 크기가 작아질수록 발생하는 현상이 아닌 것은?,,기억장소 이용 효율이 증가한다.,입·출력 시간이 늘어난다.,내부 단편화가 감소한다.,페이지 맵 테이블의 크기가 감소한다.,4,,54,
475,5,75,다음 중 가장 강한 응집도(Cohesion)는?,,Sequential Cohesion,Procedural Cohesion,Logical Cohesion,Coincidental Cohesion,1,,56,
476,5,76,TCP 프로토콜과 관련한 설명으로 틀린 것은?,,인접한 노드 사이의 프레임 전송 및 오류를 제어한다.,흐름 제어(Flow Control)의 기능을 수행한다.,전이 중(Full Duplex) 방식의 양방향 가상회선을 제공한다.,전송 데이터와 응답 데이터를 함께 전송할 수 있다.,1,,44,
477,5,77,C언어에서 연산자 우선순위가 높은 것에서 낮은 것으로 바르게 나열된 것은?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m77.gif,"㉠, ㉥, ㉣, ㉢, ㉡, ㉤","㉠, ㉣, ㉥, ㉢, ㉡, ㉤","㉠, ㉣, ㉥, ㉢, ㉤, ㉡","㉠, ㉥, ㉣, ㉤, ㉡, ㉢",1,,48,
478,5,78,C언어 라이브러리 중 stdlib.h에 대한설명으로 옳은 것은?,,문자열을 수치 데이터로 바꾸는 문자 변환함수와 수치를 문자열로 바꿔주는 변환함수 등이 있다.,문자열 처리 함수로 strlen()이 포함되어 있다.,표준 입출력 라이브러리이다.,"삼각 함수, 제곱근, 지수 등 수학적인 함수를 내장하고 있다.",1,,55,
479,5,79,자바스크립트(JavaScript)와 관련한 설명으로 틀린 것은? (문제 오류로 가답안 발표시 2번으로 발표되었지만 확정 답안 발표시 모두 정답처리 되었습니다. 여기서는 가답안인 2번을 누르면 정답 처리 됩니다.),,프로토타입(Prototype)의 개념이 존재한다.,클래스 기반으로 객체 상속을 지원한다.,Prototype Link와 Prototype Object를 활용할 수 있다.,객체지향 언어이다.,2,,83,
480,5,80,OSI 7계층 중 네트워크 계층에 대한 설명으로 틀린 것은?,,패킷을 발신지로부터 최종 목적지까지 전달하는 책임을 진다.,한 노드로부터 다른 노드로 프레임을 전송하는 책임을 진다.,패킷에 발신지와 목적지의 논리 주소를 추가한다.,라우터 또는 교환기는 패킷 전달을 위해 경로를 지정하거나 교환 기능을 제공한다.,2,,53,
481,5,81,다음 내용이 설명하는 것은?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m81.gif,SAN,MBR,NAC,NIC,1,,57,
482,5,82,SSH(Secure Shell)에 대한 설명으로 틀린 것은?,,SSH의 기본 네트워크 포트는 220번을 사용한다,전송되는 데이터는 암호화 된다.,키를 통한 인증은 클라이언트의 공개키를 서버에 등록해야 한다.,서로 연결되어 있는 컴퓨터 간 원격 명령실행이나 셀 서비스 등을 수행한다.,1,,68,
483,5,83,CBD(Component Based Development) SW개발 표준 산출물 중 분석 단계에 해당하는 것은?,,클래스 설계서,통합시험 결과서,프로그램 코드,사용자 요구사항 정의서,4,,61,
484,5,84,다음 내용이 설명하는 접근 제어 모델은?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m84.gif,Clark-Wilson Integrity Model,PDCA Model,Bell-Lapadula Model,Chinese Wall Model,3,,58,
485,5,85,하둡(Hadoop)과 관계형 데이터베이스간에 데이터를 전송할 수 있도록 설계된 도구는?,,Apnic,Topology,Sqoop,SDB.,3,,73,
486,5,86,라우팅 프로토콜인 OSPF(Open Shortest Path First)에 대한 설명으로 옳지 않은 것은?,,네트워크 변화에 신속하게 대처할 수 있다.,거리 벡터 라우팅 프로토콜이라고 한다.,멀티캐스팅을 지원한다.,최단 경로 탐색에 Dijkstra 알고리즘을 사용한다.,2,,49,
487,5,87,소프트웨어 비용 추정 모형(estimation models)이 아닌 것은?,,COCOMO,Putnam,Function-Point,PERT,4,,67,
488,5,88,"코드의 기입 과정에서 원래 '12536‘으로 기입되어야 하는데 ’12936‘으로 표기되었을 경우, 어떤 코드 오류에 해당하는가?",,Addition Error,Omission Error,Sequence Error,Transcription Error,4,,57,
489,5,89,ISO 12207 표준의 기본 생명주기의 주요 프로세스에 해당하지 않는 것은?,,획득 프로세스,개발 프로세스,성능평가 프로세스,유지보수 프로세스,3,,34,
490,5,90,"소프트웨어 비용 산정 기법 중 개발 유형으로 organic, semi-detached, embedded로 구분되는 것은?",,PUTNAM,COCOMO,FP,SLIM,2,,83,
491,5,91,SPICE 모델의 프로세스 수행능력 수준의 단계별 설명이 틀린 것은?,,수준 7 - 미완성 단계,수준 5 - 최적화 단계,수준 4 - 예측 단계,수준 3 - 확립 단계,1,,71,
492,5,92,"PC, TV, 휴대폰에서 원하는 콘텐츠를 끊김없이 자유롭게 이용할 수 있는 서비스는?",,Memristor,MEMS,SNMP,N-Screen,4,,71,
493,5,93,해쉬(Hash) 기법에 대한 설명으로 틀린 것은?,,임의의 길이의 입력 데이터를 받아 고정된 길이의 해쉬 값으로 변환한다.,주로 공개키 암호화 방식에서 키 생성을 위해 사용한다.,"대표적인 해쉬 알고리즘으로 HAVAL, SHA-1 등이 있다.",해쉬 함수는 일방향 함수(One-way function)이다.,2,,50,
494,5,94,IPSec(IP Security)에 대한 설명으로 틀린 것은?,,암호화 수행시 일방향 암호화만 지원한다.,"ESP는 발신지 인증, 데이터 무결성, 기밀성 모두를 보장한다.",운영 모드는 Tunnel 모드와 Transport 모드로 분류된다.,"AH는 발신지 호스트를 인증하고, IP 패킷의 무결성을 보장한다.",1,,68,
495,5,95,메모리상에서 프로그램의 복귀 주소와 변수 사이에 특정 값을 저장해 두었다가 그 값이 변경되었을 경우 오버플로우 상태로 가정하여 프로그램 실행을 중단하는 기술은?,,Stack Guard,Bridge,ASLR,FIN,1,,79,
496,5,96,침입차단 시스템(방화벽) 중 다음과 같은 형태의 구축 유형은?,https://www.cbtbank.kr/images/iz/iz20210515/iz20210515m96.gif,Block Host,Tree Host,Screened Subnet,Ring Homed,3,,50,
497,5,97,Secure OS의 보안 기능으로 거리가 먼 것은?,,식별 및 인증,임의적 접근 통제,고가용성 지원,강제적 접근 통제,3,,75,
498,5,98,서버에 열린 포트 정보를 스캐닝해서 보안취약점을 찾는데 사용하는 도구는?,,type,mkdir,ftp,nmap,4,,68,
499,5,99,서로 다른 네트워크 대역에 있는 호스트들 상호간에 통신할 수 있도록 해주는 네트워크 장비는?,,L2 스위치,HIPO,라우터,RAD.,3,,79,
500,5,100,암호화 키와 복호화 키가 동일한 암호화 알고리즘은?,,RSA,AES,DSA,ECC,2,,57,
501,6,1,요구사항 검증(Requirements Validation)과 관련한 설명으로 틀린 것은?,,요구사항이 고객이 정말 원하는 시스템을 제대로 정의하고 있는지 점검하는 과정이다.,개발완료 이후에 문제점이 발견될 경우 막대한 재작업 비용이 들 수 있기 때문에 요구사항 검증은 매우 중요하다.,"요구사항이 실제 요구를 반영하는지, 문서상의 요구사항은 서로 상충되지 않는지 등을 점검한다.",요구사항 검증 과정을 통해 모든 요구사항 문제를 발견할 수 있다.,4,,92,
502,6,2,"UML 모델에서 한 사물의 명세가 바뀌면 다른사물에 영향을 주며, 일반적으로 한 클래스가다른 클래스를 오퍼레이션의 매개변수로 사용하는 경우에 나타나는 관계는?",,Association,Dependency,Realization,Generalization,2,,65,
503,6,3,익스트림 프로그래밍 (XP)에 대한 설명으로 틀린 것은?,,빠른 개발을 위해 테스트를 수행하지 않는다.,사용자의 요구사항은 언제든지 변할 수있다.,고객과 직접 대면하며 요구사항을 이야기하기 위해 사용자 스토리(User Story)를 활용할 수 있다.,기존의 방법론에 비해 실용성(Pragmatism)을 강조한 것이라고 볼 수있다.,1,,91,
504,6,4,소프트웨어 설계에서 사용되는 대표적인 추상화(Abstraction) 기법이 아닌 것은?,,자료 추상화,제어 추상화,과정 추상화,강도 추상화,4,,81,
505,6,5,객체지향 설계에서 정보 은닉(Information Hiding)과 관련한 설명으로 틀린 것은?,,필요하지 않은 정보는 접근할 수 없도록 하여 한 모듈 또는 하부시스템이 다른 모듈의 구현에 영향을 받지 않게 설계되는것을 의미한다.,모듈들 사이의 독립성을 유지시키는 데 도움이 된다.,"설계에서 은닉되어야 할 기본 정보로는 IP주소와 같은 물리적 코드, 상세 데이터 구조 등이 있다.",모듈 내부의 자료 구조와 접근 동작들에만 수정을 국한하기 때문에 요구사항 등변화에 따른 수정이 불가능하다.,4,,84,
506,6,6,소프트웨어 공학에서 모델링 (Modeling)과 관련한 설명으로 틀린 것은?,,개발팀이 응용문제를 이해하는 데 도움을 줄 수 있다.,유지보수 단계에서만 모델링 기법을 활용한다.,개발될 시스템에 대하여 여러 분야의 엔지니어들이 공통된 개념을 공유하는 데 도움을 준다.,절차적인 프로그램을 위한 자료흐름도는 프로세스 위주의 모델링 방법이다.,2,,89,
507,6,7,요구 분석(Requirement Analysis)에 대한 설명으로 틀린 것은?,,요구 분석은 소프트웨어 개발의 실제적인 첫 단계로 사용자의 요구에 대해 이해하는 단계라 할 수 있다.,요구 추출(Requirement Elicitation)은 프로젝트 계획 단계에 정의한 문제의 범위 안에 있는 사용자의 요구를 찾는 단계이다.,도메인 분석(Domain Analysis)은 요구에 대한 정보를 수집하고 배경을 분석하여 이를 토대로 모델링을 하게 된다.,"기능적(Functional) 요구에서 시스템 구축에대한 성능, 보안, 품질, 안정 등에 대한 요구사항을 도출한다.",4,,55,
508,6,8,클래스 다이어그램의 요소로 다음 설명에 해당하는 용어는?,https://www.cbtbank.kr/images/iz/iz20210814/iz20210814m8.gif,Instance,Operation,Item,Hiding,2,,69,
509,6,9,분산 시스템을 위한 마스터-슬레이브(Master-Slave) 아키텍처에 대한 설명으로 틀린 것은?,,일반적으로 실시간 시스템에서 사용된다.,"마스터 프로세스는 일반적으로 연산, 통신, 조정을 책임진다.",슬레이브 프로세스는 데이터 수집 기능을 수행할 수 없다.,마스터 프로세스는 슬레이브 프로세스들을 제어할 수 있다.,3,,80,
510,6,10,요구 사항 정의 및 분석·설계의 결과물을 표현하기 위한 모델링 과정에서 사용되는 다이어그램(Diagram)이 아닌 것은?,,Data Flow Diagram,UML Diagram,E-R Diagram,AVL Diagram,4,,73,
511,6,11,객체지향의 주요 개념에 대한 설명으로 틀린 것은?,,캡슐화는 상위클래스에서 속성이나 연산을 전달받아 새로운 형태의 클래스로 확장하여 사용하는 것을 의미한다.,객체는 실세계에 존재하거나 생각할 수 있는 것을 말한다.,클래스는 하나 이상의 유사한 객체들을 묶어 공통된 특성을 표현한 것이다.,다형성은 상속받은 여러 개의 하위 객체들이 다른 형태의 특성을 갖는 객체로 이용될 수 있는 성질이다.,1,,79,
512,6,12,사용자 인터페이스(User Interface)에 대한 설명으로 틀린 것은?,,사용자와 시스템이 정보를 주고받는 상호작용이 잘 이루어지도록 하는 장치나 소프트웨어를 의미한다.,편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.,배우기가 용이하고 쉽게 사용할 수 있도록 만들어져야 한다.,사용자 요구사항이 UI에 반영될 수 있도록 구성해야 한다.,2,,92,
513,6,13,GoF(Gang of Four) 디자인 패턴과 관련한 설명으로 틀린 것은?,,"디자인 패턴을 목적(Purpose)으로 분류할 때 생성, 구조, 행위로 분류할 수 있다.",Strategy 패턴은 대표적인 구조 패턴으로 인스턴스를 복제하여 사용하는 구조를 말한다.,행위 패턴은 클래스나 객체들이 상호작용하는 방법과 책임을 분산하는 방법을 정의한다.,"Singleton 패턴은 특정 클래스의 인스턴스가 오직 하나임을 보장하고, 이 인스턴스에 대한 접근 방법을 제공한다.",2,,67,
514,6,14,애자일 개발 방법론과 관련한 설명으로 틀린 것은?,,빠른 릴리즈를 통해 문제점을 빠르게 파악할 수 있다.,정확한 결과 도출을 위해 계획 수립과 문서화에 중점을 둔다.,고객과의 의사소통을 중요하게 생각한다.,진화하는 요구사항을 수용하는데 적합하다.,2,,88,
515,6,15,럼바우(Rumbaugh)의 객체지향 분석 기법 중 자료 흐름도(DFD)를 주로 이용하는 것은?,,기능 모델링,동적 모델링,객체 모델링,정적 모델링,1,,51,
516,6,16,순차 다이어그램(Sequence Diagram)과 관련한 설명으로 틀린 것은?,,객체들의 상호 작용을 나타내기 위해 사용한다.,시간의 흐름에 따라 객체들이 주고 받는 메시지의 전달 과정을 강조한다.,동적 다이어그램보다는 정적 다이어그램에 가깝다.,교류 다이어그램(Interaction Diagram)의 한 종류로 볼 수 있다.,3,,77,
517,6,17,객체지향 분석 기법과 관련한 설명으로 틀린것은?,,동적 모델링 기법이 사용될 수 있다.,기능 중심으로 시스템을 파악하며 순차적인처리가 중요시되는 하향식(Top-down)방식으로 볼 수 있다.,데이터와 행위를 하나로 묶어 객체를 정의내리고 추상화시키는 작업이라 할 수 있다.,코드 재사용에 의한 프로그램 생산성 향상 및 요구에 따른 시스템의 쉬운 변경이 가능하다.,2,,71,
518,6,18,"대표적으로 DOS 및 Unix 등의 운영체제에서조작을 위해 사용하던 것으로, 정해진 명령문자열을 입력하여 시스템을 조작하는 사용자인터페이스(User Interface)는?",,GUI(Graphical User Interface),CLI(Command Line Interface),CUI(Cell User Interface),MUI(Mobile User Interface),2,,84,
519,6,19,분산 시스템에서의 미들웨어 (Middleware)와 관련한 설명으로 틀린 것은?,,분산 시스템에서 다양한 부분을 관리하고 통신하며 데이터를 교환하게 해주는소프트웨어로 볼 수 있다.,위치 투명성(Location Transparency)을 제공한다.,분산 시스템의 여러 컴포넌트가 요구하는 재사용가능한 서비스의 구현을 제공한다.,애플리케이션과 사용자 사이에서만 분산서비스를 제공한다.,4,,86,
520,6,20,소프트웨어 아키텍처와 관련한 설명으로 틀린것은?,,"파이프 필터 아키텍처에서 데이터는 파이프를 통해 양방향으로 흐르며, 필터 이동 시 오버헤드가 발생하지 않는다.",외부에서 인식할 수 있는 특성이 담긴 소프트웨어의 골격이 되는 기본 구조로 볼수 있다.,데이터 중심 아키텍처는 공유 데이터저장소를 통해 접근자 간의 통신이 이루어지므로 각 접근자의 수정과 확장이 용이하다.,이해 관계자들의 품질 요구사항을 반영하여 품질 속성을 결정한다.,1,,79,
521,6,21,"테스트를 목적에 따라 분류했을 때,강도(Stress) 테스트에 대한 설명으로 옳은것은?",,시스템에 고의로 실패를 유도하고 시스템이정상적으로 복귀하는지 테스트한다.,시스템에 과다 정보량을 부과하여 과부하 시에도 시스템이 정상적으로 작동되는지를 테스트한다.,"사용자의 이벤트에 시스템이 응답하는 시간,특정 시간 내에 처리하는 업무량, 사용자 요구에 시스템이 반응하는 속도 등을 테스트한다.",부당하고 불법적인 침입을 시도하여 보안시스템이 불법적인 침투를 잘 막아내는지 테스트한다.,2,,79,
522,6,22,다음 자료를 버블 정렬을 이용하여오름차순으로 정렬할 경우 PASS 3의 결과는?,https://www.cbtbank.kr/images/iz/iz20210814/iz20210814m22.gif,"6, 3, 5, 7, 9","3, 5, 6, 7, 9","6, 7, 3, 5, 9","3, 5, 9, 6, 7",2,,68,
523,6,23,다음 그래프에서 정점 A를 선택하여 깊이우선탐색(DFS)으로 운행한 결과는?,https://www.cbtbank.kr/images/iz/iz20210814/iz20210814m23.gif,ABECDFG,ABECFDG,ABCDEFG,ABEFGCD,4,,78,
524,6,24,다음 설명에 부합하는 용어로 옳은 것은?,https://www.cbtbank.kr/images/iz/iz20210814/iz20210814m24.gif,통합 프로그램,저장소,모듈,데이터,3,,86,
525,6,25,테스트 드라이버(Test Driver)에 대한 설명으로 틀린 것은?,,시험대상 모듈을 호출하는 간이 소프트웨어이다.,필요에 따라 매개 변수를 전달하고 모듈을 수행한 후의 결과를 보여줄 수 있다.,상향식 통합 테스트에서 사용된다.,테스트 대상 모듈이 호출하는 하위 모듈의 역할을 한다.,4,,61,
526,6,26,다음 중 선형 구조로만 묶인 것은?,,"스택, 트리","큐, 데크","큐, 그래프","리스트, 그래프",2,,80,
527,6,27,"다음은 스택의 자료 삭제 알고리즘이다. ⓐ에 들어 갈 내용으로 옳은 것은? (단, Top: 스택포인터, S: 스택의 이름)",https://www.cbtbank.kr/images/iz/iz20210814/iz20210814m27.gif,Overflow,Top = Top + 1,Underflow,Top = Top,3,,69,
528,6,28,제품 소프트웨어의 사용자 매뉴얼 작성절차로 (가)~(다)와 [보기]의 기호를 바르게 연결한 것은?,https://www.cbtbank.kr/images/iz/iz20210814/iz20210814m28.gif,"(가)-㉠, (나)-㉡, (다)-㉢","(가)-㉢, (나)-㉡, (다)-㉠","(가)-㉠, (나)-㉢, (다)-㉡","(가)-㉢, (나)-㉠, (다)-㉡",2,,82,
529,6,29,"순서가 A, B, C, D로 정해진 입력 자료를 스택에 입력한 후 출력한 결과로 불가능한 것은?",,"D, C, B, A","B, C, D, A","C, B, A, D","D, B, C, A",4,,74,
530,6,30,소프트웨어 테스트에서 검증(Verification)과 확인 (Validation)에 대한 설명으로 틀린 것은?,,소프트웨어 테스트에서 검증과 확인을 구별하면 찾고자 하는 결함 유형을 명확하게 하는 데 도움이 된다.,"검증은 소프트웨어 개발 과정을 테스트하는 것이고, 확인은 소프트웨어 결과를 테스트 하는 것이다.","검증은 작업 제품이 요구 명세의 기능, 비기능 요구사항을 얼마나 잘 준수하는지 측정하는 작업이다.","검증은 작업 제품이 사용자의 요구에 적합한지 측정하며, 확인은 작업 제품이 개발자의 기대를 충족시키는지를 측정한다.",4,,66,
531,6,31,"개별 모듈을 시험하는 것으로 모듈이 정확하게 구현되었는지, 예정한 기능이 제대로 수행되는지를 점검하는 것이 주요 목적인 테스트는?",,통합 테스트(Integration Test),단위 테스트(Unit Test),시스템 테스트(System Test),인수 테스트(Acceptance Test),2,,76,
532,6,32,형상 관리의 개념과 절차에 대한 설명으로 틀린 것은?,,형상 식별은 형상 관리 계획을 근거로 형상관리의 대상이 무엇인지 식별하는 과정이다.,형상 관리를 통해 가시성과 추적성을 보장함으로써 소프트웨어의 생산성과 품질을 높일 수 있다.,형상 통제 과정에서는 형상 목록의 변경 요구를 즉시 수용 및 반영해야 한다.,"형상 감사는 형상 관리 계획대로 형상관리가 진행되고 있는지, 형상 항목의 변경이 요구 사항에 맞도록 제대로 이뤄졌는지 등을 살펴보는 활동이다.",3,,81,
533,6,33,소스코드 정적 분석(Static Analysis)에 대한 설명으로 틀린 것은?,,소스 코드를 실행시키지 않고 분석한다.,코드에 있는 오류나 잠재적인 오류를 찾아내기 위한 활동이다.,하드웨어적인 방법으로만 코드 분석이 가능하다.,자료 흐름이나 논리 흐름을 분석하여 비정상적인 패턴을 찾을 수 있다.,3,,76,
534,6,34,"소프트웨어 개발 활동을 수행함에 있어서 시스템이 고장(Failure)을 일으키게 하며, 오류(Error)가 있는 경우 발생하는 것은?",,Fault,Testcase,Mistake,Inspection,1,,79,
535,6,35,코드의 간결성을 유지하기 위해 사용되는 지침으로 틀린 것은?,,공백을 이용하여 실행문 그룹과 주석을 명확히 구분한다.,복잡한 논리식과 산술식은 괄호와 들여쓰기(Indentation)를 통해 명확히 표현한다.,빈 줄을 사용하여 선언부와 구현부를 구별한다.,한 줄에 최대한 많은 문장을 코딩한다.,4,,89,
536,6,36,소프트웨어 품질 목표 중 하나 이상의 하드웨어 환경에서 운용되기 위해 쉽게 수정될 수 있는 시스템 능력을 의미하는 것은?,,Portability,Efficiency,Usability,Correctness,1,,57,
537,6,37,다음 중 최악의 경우 검색 효율이 가장 나쁜트리 구조는?,,이진 탐색트리,AVL 트리,2-3 트리,레드-블랙 트리,1,,65,
538,6,38,다음 트리에 대한 중위 순회 운행 결과는?,https://www.cbtbank.kr/images/iz/iz20210814/iz20210814m38.gif,ABDCEF,ABCDEF,DBECFA,DBAECF,4,,68,
539,6,39,테스트 케이스 자동 생성 도구를 이용하여 테스트 데이터를 찾아내는 방법이 아닌 것은?,,스터브(Stub)와 드라이버(Driver),입력 도메인 분석,랜덤(Random) 테스트,자료 흐름도,1,,47,
540,6,40,저작권 관리 구성 요소 중 패키저(Packager)의 주요 역할로 옳은 것은?,,콘텐츠를 제공하는 저작권자를 의미한다.,콘텐츠를 메타 데이터와 함께 배포 가능한 단위로 묶는다.,라이선스를 발급하고 관리한다.,배포된 콘텐츠의 이용 권한을 통제한다.,2,,78,
